218,17576
4010,23298
7366,19114
5008,28396
11571,29411
8476,29422
8160,19082
8361,29614
773,23659
9891,20594
4883,28748
4916,9479
8608,26774
13219,20558
1757,28579
1486,26969
7428,23379
12931,18077
10257,27233
6859,27220
14517,27171
8286,16161
13860,25580
12077,23492
6124,29909
2249,23377
10752,27194
3699,15908
6168,28535
11929,29700
2493,18949
2392,17915
2611,29915
29909,6124
10503,24287
5965,28379
19507,19977
642,22356
7697,19478
362,24906
87,19285
12296,24275
12390,17324
4488,16894
7273,19396
3843,17412
10123,20930
10131,24977
14714,19913
9563,22859
14278,28890
14336,24595
3346,17482
5373,29918
5359,25585
19310,28920
3353,18137
1207,20850
9966,20011
4717,16390
8670,17321
7225,16725
2067,15696
1914,19985
4844,24576
1792,22778
10097,19757
9004,18085
2258,22539
4140,16306
11797,15268
13519,21519
12927,16166
6056,25843
5984,17913
6000,24390
12389,17215
1113,27114
12644,19991
11978,20079
5487,20701
6101,17985
10725,25756
7472,25767
10704,25522
13342,25520
13342,26203
11179,16987
7287,22841
2032,21496
13289,25587
869,17526
12497,20885
1856,19517
2005,24488
5739,28381
5811,25820
8683,21128
1756,16627
23141,28761
163,19343
9158,16774
7152,28153
9465,27594
11107,29773
2,23211
11390,22652
6348,26996
339,22927
2121,28585
4317,16818
4378,26378
9783,27102
2780,15629
6210,17278
9062,25633
7964,23650
1543,29520
25660,5245
929,24404
25531,16200
25531,11367
25531,28228
14390,15643
7463,24339
10839,25570
1448,27293
5017,19425
14635,24761
1008,16792
12220,27069
11959,16979
2359,18004
13741,15718
4611,21247
7280,19684
12288,21146
12242,19028
4282,15044
14769,15648
3285,15068
9295,17806
3172,29721
7132,29827
3473,19790
9478,25671
11215,17493
3628,24462
1176,15874
7728,22803
11830,27068
14538,29203
7186,20076
7854,26266
2640,28059
14506,27077
9660,19069
11761,27326
12935,16343
1088,16288
1800,16090
10871,17499
13008,16755
1935,15223
13380,28229
2018,26077
5684,21428
9693,19667
11433,24685
6650,28373
6766,15994
8611,23655
11987,24397
5812,24617
8313,16113
8355,23326
8620,16682
18113,16844
1905,23190
7591,22459
5284,16853
14360,17711
8296,24423
2890,19321
3024,22433
2752,16297
7174,29665
23655,8611
4889,28454
1133,28376
14819,24448
9806,27175
14084,23338
7486,19302
4467,17683
6547,25939
13358,29839
1162,17378
14934,18082
5680,16144
8466,27047
5836,17326
6457,22481
14763,22791
7413,23453
10143,16334
12824,29523
12610,25711
8716,16690
11155,16349
9229,29881
43,20149
13362,24335
11500,26189
11078,27263
15468,14846
5133,16855
7945,17303
8760,15348
4526,15545
8737,20909
477,23088
13662,26402
5750,26098
8131,19664
4768,27215
5599,25003
852,24972
9330,19623
9996,16011
14430,19348
7304,19086
8269,28108
1418,18011
2735,15996
9680,20176
2885,23046
5478,22607
6971,24658
19867,11503
1830,15060
882,26366
24534,997
2993,15531
7581,26219
7537,16312
7270,25797
500,16413
468,16878
460,23202
423,24341
7995,19589
7553,28078
9684,27353
6510,24868
4222,16864
4430,19379
4039,22690
5283,19571
14924,23020
10007,19246
12657,15467
5760,25539
12659,27025
5324,15970
5943,26331
6620,23332
13172,18169
6691,15021
6075,22606
14026,19835
10230,26929
5391,25593
9569,21195
7143,21107
627,20875
7129,28232
8250,17252
3866,28881
22849,14864
9128,28118
5440,20171
343,15104
12210,20092
14012,20848
12269,27325
9644,27351
487,24539
5460,27067
23291,19433
4027,29767
20875,627
4332,23359
9413,17230
4391,16910
9697,16396
13091,24608
2118,17281
10763,6022
10763,2621
3299,20664
14696,19503
6563,24748
11399,15023
10168,19722
10142,18038
1034,25873
5687,28993
27351,9644
4481,27271
2778,17445
10324,29995
6963,24727
2894,29674
2049,22419
676,20906
10443,24357
13681,19800
871,15346
6949,17582
8016,29670
8204,24943
5787,22511
5207,16901
220,28453
29019,12568
11498,26864
5255,15620
1200,25696
9416,22463
1938,24513
11322,19537
6603,22983
11045,19271
10781,16072
4625,19915
4627,12648
11805,16124
14334,15525
11819,25693
331,22542
7460,26904
17284,25608
1868,28163
2141,29788
13874,25679
5490,20959
25608,17284
7291,16849
4623,24754
8330,17651
4567,20074
10221,20728
5377,17654
14145,27123
1086,19899
4860,18158
13498,19178
8772,23039
7393,19341
5915,19315
674,28212
4121,15968
12594,16759
5926,15235
2659,16681
3469,17381
9632,29651
10604,29872
2327,19377
7679,17485
5716,17689
6156,15563
8354,21253
14273,24774
3323,19570
9886,20095
12073,23265
1897,19372
1956,28851
6785,28983
1322,17690
28983,6785
7743,28261
14604,17660
3958,19988
3064,28274
4848,23189
8004,16908
6678,19755
12673,19595
4509,23109
12766,19319
2831,28327
711,28605
12696,19390
7269,19962
8042,16094
12241,22827
12258,20697
8982,21713
14854,16811
11214,20841
7021,23671
1500,28267
9523,17588
6472,27252
9747,26981
2292,16222
491,17446
6252,24630
484,17542
11933,17364
11907,25569
7163,27158
665,25749
4569,16339
4734,29706
10483,20815
353,28336
595,24881
8334,17391
14041,25597
4619,26911
7438,15340
28607,25786
5414,17382
14176,19129
13115,28377
11255,27429
1485,16000
13864,16683
12375,27386
12978,18177
2450,19536
2446,19582
9668,29821
3348,29855
7048,22656
3121,21040
8753,26247
8715,20114
3020,29619
3860,24643
9909,28662
4651,23239
10669,20973
7943,15250
4046,29941
4032,26371
4082,27404
11841,16112
9425,15369
5820,19624
3382,27412
12925,25795
19416,16419
13388,24494
8206,20731
13493,27181
10335,25867
4759,19956
4453,29487
3492,21145
12857,19629
7231,21176
4437,16015
4433,22820
954,23125
1102,22540
13991,21076
9061,28143
13954,28811
2800,16718
6772,20133
9706,17393
9148,26173
5171,26848
11773,29999
4006,18135
11867,27034
287,22497
9534,23637
3169,19158
1867,24511
3426,26400
12140,24644
12180,17352
13810,29824
13692,15015
13043,28842
8603,22822
8602,21120
1879,17413
10539,16699
11739,19982
1309,24536
11482,28445
2850,26045
6690,22856
111,27406
10356,16639
6409,15127
10459,16960
11455,16104
7676,28072
12133,20683
13444,29840
17551,19603
2575,26945
4139,17962
403,25074
9570,25912
6185,21283
1626,26439
8491,24962
1645,27393
1492,28611
4415,26964
14812,19101
5821,20907
12420,23673
1206,23777
313,29118
4273,24395
8163,24332
4798,18200
5727,26900
14669,16445
4034,21277
4903,15124
9371,26449
12754,16926
1243,26484
7344,23712
4991,23706
1449,23821
8692,16468
8327,20206
10164,16432
8026,16955
1949,15588
14833,25006
2233,29067
12156,21255
4950,27506
12984,21303
1324,21306
9940,25121
7445,26464
6114,26488
8187,17793
3458,16945
10758,29138
9081,29140
4505,26560
13946,27469
12313,15590
1700,26550
2724,20231
14950,27536
2001,27570
3879,21269
1249,20254
6616,23724
13040,29033
4223,15587
10533,17749
12745,16919
538,20290
5527,21260
14174,15580
10452,16929
7461,27487
5395,26527
11834,29056
3557,23717
504,27564
14878,16444
2661,17725
2920,21357
7525,23834
7950,20277
2172,15121
9363,23799
8507,29160
10884,21383
7703,17755
451,15593
12811,25048
13962,26500
9135,15133
4583,16963
2568,18284
6501,20324
14973,15138
4236,21337
2631,26566
13512,17761
1064,26486
13524,20255
8484,18255
1182,23747
3622,25105
6044,25053
14724,23813
12372,29064
10286,23755
3242,29176
13385,29095
1062,23732
13475,20306
12303,15417
2187,16942
1020,21359
8213,25031
11251,15136
10369,17775
7662,23852
4038,18234
5845,17778
3019,26540
6990,21289
6731,15594
10057,29171
7221,26477
1883,20345
2366,25090
8940,23812
13769,27518
1505,21363
2104,27541
